From	To
Q8WXI9	GATAD2B
A0A087WNW8	Clasp1
Q8BHZ0	Cyria
D3ZUT9	Ints3
Q9NVJ2	ARL8B
Q6ZPU9	Kifbp
Q9UNS1	TIMELESS
C9JBL1	SPCS1
A0PK00	TMEM120B
P0C2C0	Mrpl22
O43264	ZW10
F1SIT4	UACA
P02730	SLC4A1
B4F777	Hmgn5
Q9Z1N5	Ddx39b
I3LRN5	PCBP4
E9PF63	ROCK2
Q5BQE6	Dhcr24
F1RUZ1	PTPRCAP
Q66HH1	B4galt4
D3ZRH6	Lnx2
Q9H3M7	TXNIP
A0A1D5RLK2	Psd3
M0R042	TUBB4A
Q9UI42	CPA4
H0YLH9	IL16
B4DP72	COQ5
Q80V26	Bpnt2
Q8BUY9	Pggt1b
Q8BHC0	Lyve1
P16627	Hspa1l
E9PI32	STT3A
I3L8M1	FBH1
A2AQ45	Fnbp1
Q64455	Ptprj
H0YHS6	YARS2
P13533	MYH6
D3YYK0	Abhd11
H0YNB7	NDUFAF1
Q5T3I0	GPATCH4
A2AJI0	Map7d1
F1LPG6	Rab3il1
E9Q3I8	Itsn1
Q3TT92	Dpysl3
E5RJB9	PABPC1
B1WBY9	Lrrc45
Q6PFR5	Tra2a
E0CZD9	Zfpl1
F1RXI2	COL4A5
Q66HD0	Hsp90b1
P51150	Rab7a
G3V3R4	TUBB3
A0A140T9B7	HLA-F
H3BJ45	Arhgef2
C9JDR0	NSDHL
E5RID5	CA2
O88879	Apaf1
A0A0G2JEQ8	Adgrl2
F1SKY2	NIT2
P23229	ITGA6
A0A0R4J1W0	Sorbs2
F8WH41	Strn
F1SCZ6	MINPP1
E9PHM2	LARS2
P29992	GNA11
P82914	MRPS15
J3QRQ7	DDX5
A0A0C4DH55	IGKV3D-7
E7ENS9	CLEC4M
F6YAT5	4932438A13Rik
Q9CZE3	Rab32
S4R1Q8	Plce1
K9IVW4	MTPN
A0A0B4J1R2	ACSS3
K7GNE6	ZNF706
Q9JJA4	Wdr12
D3Z831	Ndrg4
K7N7E9	BUD31
A2BFB1	Mlx
Q9D2R8	Mrps33
Q8C587	Alox12
A6NMH6	SEPTIN8
P35232	PHB1
D6RAA2	SAR1B
Q9QWJ9	Nrp1
B1AW21	Mtm1
F1M0R2	Abi3bp
B7ZNG0	Kif7
P35030	PRSS3
B0R091	Chp1
Q8CCT4	Tceal5
G3V9N1	Pgam5
A0A0U1RNL7	Bckdk
O43684	BUB3
Q8BH64	Ehd2
P62260	Ywhae
F1SLZ3	MYL6B
A0A5K1VFF8	SGCD
Q8CFZ0	Ube2i
O14735	CDIPT
I3L9V7	TCN2
G3V7J0	Aldh6a1
I3LK68	PFKP
E9Q4N7	Arid1b
Q02410	APBA1
F1RSS9	B3GLCT
F1SNH3	CALD1
B2GV57	Cars2
E9Q489	Casq1
A0A0G2JSH2	Bdh1
B1AQW2	Mapt
F1STC1	RPIA
A0A0H2UHQ3	Map1s
E7EV99	ADD1
Q5TBN3	LCP1
H3BJN8	Rwdd4a
E7EV84	BECN1
E0CZB3	Ubl5
D4A6H8	Ctnna2
G3V700	Nrdc
Q9HCD6	TANC2
A0A0G2JEC4	Sh3glb1
A0A1D5RLN7	Mt1
Q6AY71	Cfap418
P09972	ALDOC
Q9Y3D0	CIAO2B
Q810Y4	Col23a1
H0YEH1	PICALM
F1S8Y0	ANKRD2
A0A1W2PPL4	HNRNPU
V9GYR2	ATP1B1
G3V476	RHOJ
Q99LB6	Mat2b
A0A0C4DH34	IGHV4-28
F1RZW2	FAM83B
G3UW82	Myh2
P35332	Hpcal4
A0A5G2QI26	ANPEP
A0A0H2UHP0	Ctcf
G8JL40	Kdm1a
A0A0G2JFT8	Rufy3
P16036	Slc25a3
K9J4M4	ARNT
Q9BXR6	CFHR5
P25911	Lyn
Q6XLI7	Rbm12
P48436	SOX9
A0A286YFM8	PHGDH
Q9EPH1	A1bg
Q04721	NOTCH2
O77666	TRIM26
Q9NZN3	EHD3
F1SBM1	MCM8
P55056	APOC4
Q92752	TNR
D3ZCT5	Pald1
Q969V3	NCLN
A1A5Q0	Lmod2
Q62377	Zrsr2
Z4YLI8	Cluh
P20036	HLA-DPA1
F5GWH6	TCHP
A0A0J9YUG4	Tcf4
C9J2N0	PFN2
G3V1Q4	SEPTIN7
Q8K341	Atat1
C9JL19	HSPD1
E9PHN7	GSTM2
P97304	Polr1d
B5MCT8	RPS9
A0A1B0GRJ5	Gm45799
Q12866	MERTK
H3BNK4	NDRG4
Q6P8V7	Plpbp
H7BZ94	P4HB
A0A087WYR3	TPD52L2
Q9WVA1	Timm8a
Q8N142	ADSS1
Q9DAY9	Npm1
Q6P6T9	Kpna2
D3ZQ45	Dsg1
S4R2A9	Sec31a
C9JNP8	PARL
Q5XIE7	Cdadc1
Q8CCH2	Nhlrc3
Q6RI63	Fam120b
H0YJ03	PSMA3
Q9UL45	BLOC1S6
F1RV76	MCUR1
Q9NNX6	CD209
B8ZZZ7	SPATS2L
I3LSY9	PBDC1
A0A087WWY0	LPA
P49754	VPS41
F1M8K0	Dag1
Q99L48	Nmd3
A0A087WT95	ACOT2
A0A0G2JSL7	Pdp2
F1SQA5	HRH1
D3ZUY8	Ap2a1
Q8CHN6	Sgpl1
F1S3D6	RGS14
D6RBT6	COPB2
Q16891	IMMT
F1M1R4	Rbm27
I1E4Y6	GIGYF2
A0A1L1SQ51	Tln2
P19883	FST
Q06547	GABPB1
A0A087WRT4	Fat1
F1LN88	Aldh2
F2Z5G3	STPG4
A0A087WY31	YTHDF3
D3ZXH7	Alyref
Q9NV96	TMEM30A
P61019	RAB2A
A1L1L2	Tmem214
F8VQ28	Pxn
F1RG61	TBC1D10B
P07814	EPRS1
A0A1B0GW82	ALDH7A1
B1ALD9	POSTN
B8ZZL6	CAPG
A0A0G2JDN7	Map4
F1M853	Rrbp1
P50390	TTR
Q9JI90	Rnf14
F6XZQ7	GSTM2
Q64430	Atp7a
Q7TMD7	Dsg4
A0A2R8YEP4	BLVRB
D6RC01	USP45
Q5T4S7	UBR4
C9JLV5	COPS3
P47245	Nrdc
I3L4I4	TOM1L1
O95347	SMC2
D3ZXL5	Ncbp3
C9JFK9	BAG3
F1RYD0	TCEAL3
O60508	CDC40
D3ZZ38	Snx18
F1LVV3	Ranbp9
M0R8J6	LOC498316
O95199	RCBTB2
M0R1Y4	TIMM50
Q8R370	Ushbp1
A0A1B0GR06	Rbl2
Q80UP3	Dgkz
Q05CH9	Rnf123
E0CZ04	Ggact
Q9HBI0	PARVG
A2A841	Epb41
Q14684	RRP1B
A0A0R4J2B0	Celf2
P24964	MT-CYB
A2A5K3	Pltp
I3LGT4	NIF3L1
D3K5L2	UQCC1
A8MXZ9	MYBPC3
F1S459	TERF2IP
Q6ZUT6	CCDC9B
A0A287A7Q5	CLIC2
B2RXE2	Slc9a5
Q6P8I4	Pcnp
F8VVE3	PFKM
Q9R0E1	Plod3
P50398	Gdi1
Q920N2	Hlcs
A0A1B0GT75	Chmp2a
Q5U2V1	Fkbp10
Q561Q8	Med4
Q86Y07	VRK2
Q63413	Ddx39b
H3BJI4	Rwdd4a
O14957	UQCR11
D4A025	LOC102555377
Q9CZH7	Mxra7
Q7Z7B0	FILIP1
A0A0G2K5E8	NEWGENE_621351
P46060	RANGAP1
K7ESA0	ATP5F1A
D4A6K4	Golga1
A2AFS0	Sars
Q3V493	Trappc4
Q64428	Hadha
Q9ERS2	Ndufa13
H3BJ97	Tinagl1
Q5XIF6	Tuba4a
Q8BIL2	Msantd1
P00158	Mt-Cyb
F1RSN3	OPLAH
P55086	F2rl1
Q9NP77	SSU72
P0DI82	TRAPPC2B
F1RPJ8	ABCB7
D3Z8S0	Sh3d19
D3Z2X5	Pafah1b3
D6RDC7	Wdr61
D3ZUJ5	Dtymk
Q04725	TLE2
A0A2R8YDI8	SAMHD1
M0R1M6	UBA52
Q8R216	Sirt4
Q8BGT0	Ostm1
Q15198	PDGFRL
P40307	Psmb2
O60825	PFKFB2
F1RJT5	BNIP3L
Q9Y3D7	PAM16
O54692	Zw10
O76041	NEBL
P81377	Prkar1b
Q9NVA1	UQCC1
F1S870	PSMF1
A0A287B669	MYO5B
F1S8P9	ADD1
F8VRJ6	TPK1
Q9NS87	KIF15
B0R0D4	Frmd5
E9PN95	SCGB1A1
A0A0B4J1I9	Igkv4-55
Q9H467	CUEDC2
G3V7P3	Mrpl3
P06761	Hspa5
P53610	Pggt1b
P01824	IGHV4-39
Q9NVV4	MTPAP
P61952	GNG11
F1ST79	MRPS24
Q5VTU8	ATP5F1EP2
F8WC71	PCBP4
F1RVK1	LOC100516390
Q5M949	Nipsnap3b
F6S2S5	LASP1
Q01459	CTBS
Q99068	Lrpap1
Q5EAN5	Scamp4
A0A0G2JEI6	Igkv6-29
A2A813	Park7
F1ST81	DBNL
O08619	F13a1
Q9Y285	FARSA
P19784	CSNK2A2
E9PZ00	Psap
F1LNU2	Cubn
A0A288CG47	PSMD4
P13412	Tnni2
D3Z9R8	Atp5mj
Q8TAG9	EXOC6
P13747	HLA-E
Q5JS37	NHLRC3
Q2HJ10	Slc30a2
P70297	Stam
Q9D7B2	Lims1
A2AA71	Sec24a
F1M7X3	Cdh13
A0A286ZIE8	SLC25A4
P80511	S100A12
Q9BUP0	EFHD1
F1RTH3	AIFM1
D3YVP5	Gstm7
K7ER56	LONP1
F1LPS8	Pura
M0RE03	Cox11
E9Q903	Ctnnd1
Q8BZA9	Tigar
A0A0H2UHM5	Pdia3
B0BN85	Sugt1
F6YNX9	Cbr2
Q8BXX3	Pigk
P51808	DYNLT3
A0A1L1SSH9	Sparc
F1RNP6	CAMKK2
I3LLW3	SAMM50
Q8VDF3	Dapk2
F1SMW5	KDSR
P62812	Gabra1
D3ZZU8	Fn3k
A0A1D5RLM8	Gm11639
Q9UKY7	CDV3
Q9QVC8	Fkbp4
Q5U2U6	Cdip1
K3W4R5	Ckap5
A0A0R4J2C1	Apbb1
A0A087WTI3	NDUFS7
Q5SVG5	Ap1b1
Q8CIV8	Tbce
E9QAU9	Lrch3
Q8NCG7	DAGLB
H0YKT8	PSMA4
F1ST00	RFX5
A0JP02	PLEKHA5
Q5JTJ3	COA6
A0A0G2JE47	Igkv8-28
F1S050	SLTM
Q86V48	LUZP1
F7F5A1	Ube2e3
F1SNM7	AGFG1
Q9ER88	Dap3
D3ZJH9	Me2
F1S2J4	EDC4
Q8CGE9	Rgs12
Q10469	MGAT2
Q9H6D3	XKR8
Q9CZ04	Cops7a
F1SMT0	EFHD1
O95810	CAVIN2
C9JQ45	PFN2
Q8C0E9	Psd3
Q13794	PMAIP1
G3V9P0	Psmd9
Q5JT45	UTRN
A0A0D9SFL5	TRAK1
P62081	RPS7
Q7L7L0	H2AW
O08984	Lbr
A2VD14	Abcf2
G3V380	ACTN1
F1SME3	PHF19
B1APF9	PRKACB
Q571I9	Aldh16a1
A0A0C4DFU3	RSPH3
V9GX22	Tmem254
P53582	METAP1
B1AQR8	Lgals9
D3ZT51	Exosc3
F1LMP9	Dab2
A2AEW6	Gripap1
A0A0G2JDM4	Abcb4
M0RCL5	LOC100910554
F1SAL9	TRAPPC8
F1RYL4	FRZB
Q8N3F0	MTURN
Q5JSJ4	INTS6L
B5DFL5	Sap30bp
D3ZWU9	Rmnd5a
A2AKI5	Itgav
Q0HA38	Ttc21b
F8W6X9	SDK1
Q9CPP6	Ndufa5
Q5QPQ1	LYPLA2
O60353	FZD6
A0A0G2K8Q7	Lsm2
G3UY42	Pabpn1
Q6NZJ5	Itsn1
D3ZH76	Perm1
I3LKJ6	GFM1
X6R8A1	CTSA
O60907	TBL1X
F5H0C8	ENO2
P18608	Hmgn1
E9PNM7	PPP2R1B
D3Z076	Rin3
D3ZD47	Ctif
K7GQP1	GYPC
Q6P474	PDXDC2P
V9GZ37	HSPA1A
Q5BJP2	Cwc15
J3KPY9	ANTXR2
Q66LE6	PPP2R2D
A0A0U1RP81	Immt
C9JJT5	ATP5MF-PTCD1
H0Y7E8	GNAS
F1RJ44	TDRD3
A0A5K1TV98	AGK
Q92985	IRF7
P58317	ZNF121
F1SML4	SND1
E9Q3P9	Rab11a
Q9D394	Rufy3
O35623	Bet1
G3X908	Dctd
D4AD75	Dpy19l1
Q86YB7	ECHDC2
F1RG02	ANK3
A0A5G2QRV6	BCAM
Q6PEB4	Osgepl1
D3ZMX6	Sntb2
P03899	mt-Nd3
Q04759	PRKCQ
E9PD91	RGS9
A0A287A8F2	LRRC20
Q96FV2	SCRN2
A0A2C9F3A3	ATP5PO
A1L0T0	ILVBL
E9Q7X6	Heg1
A0A5G2RCH3	FDFT1
D6R938	CAMK2D
Q8N8J7	FAM241A
D3Z8E0	Rps6ka3
E9PQ46	TP53I11
D6RIL6	Idh2
F1STD7	TMEM131
Q62318	Trim28
F6RB63	Psip1
Q99J93	Ifitm2
A0A5G2Q7T0	DHRS4
P56399	Usp5
F8WE39	ARPC4-TTLL3
Q9CYJ8	Cbx1
O02705	HSP90AA1
I3LBG3	USP20
A0A0J9YTU7	Tcf4
H7C540	PRPS2
E5RH77	RPS14
I3L3D5	PFN1
P25286	Atp6v0a1
Q8CAA7	Pgm2l1
O14561	NDUFAB1
C9J7B1	NIPSNAP2
O35153	Bet1l
O00423	EML1
Q3TIR3	Ric8a
D4ABY4	Ube2j1
Q5HZI9	Slc25a51
F1SUE4	ASPN
F1SCH0	ASB2
K7EQ91	SLC39A6
D6RDX1	LMAN2
A0A5G2Q7D7	SDHA
P46781	RPS9
Q7TMY7	Ipo8
A0A140LHG9	Picalm
M0RB74	Ipo5
P17936	IGFBP3
A0A2U3TZH6	EPB41
A0A0G2JIW1	HSPA1B
Q96BW9	TAMM41
A0A0U1RPJ5	Ndufc2
D3ZLN7	Commd2
P00346	MDH2
A0A287BQP9	ERC1
O60664	PLIN3
Q5RKI1	Eif4a2
F6PRR7	CDK1
Q9HAU0	PLEKHA5
D3ZD23	Abce1
E9Q043	Fndc1
F1SB67	IGF2R
A0A1B0GT68	Gm45717
A0A096MJA9	Asph
P13542	Myh8
Q6MGA6	Psmb9
F1LU48	Ergic1
F5GYH7	RAP1B
G3V678	LOC100912534
Q499P3	C1galt1c1
F1SGJ0	PXK
S4R221	Arhgap12
Q7Z494	NPHP3
Q8TCU4	ALMS1
D3ZJF9	Gla
J3QRI1	TIMM21
B7ZLE8	NAIP
A0A0H2UHV4	Eif5b
P49913	CAMP
Q8VE97	Srsf4
A0A0J9YY65	SERPINF2
F5H061	TNFRSF1A
B0BNI6	Slc25a35
A7VJC2	Hnrnpa2b1
Q923Z2	Tpm1
Q9Z1X2	Ptdss2
I3L0S3	PYCARD-AS1
Q9HCU4	CELSR2
Q63530	Pter
G3V6S1	Pawr
A0A5G2QBB0	KNG1
A0A0G2JLV5	LILRA3
P45381	ASPA
Q6MG51	G4
H7BZJ3	PDIA3
E9PCT3	CAV2
Q5FVC7	Acap2
Q3UQ17	Zbtb16
P54276	Msh6
E0CYM1	Filip1l
P84076	Hpca
Q9QZN4	Fbxo6
Q9NPA3	MID1IP1
A0A0G2JGK2	Ighv1-74
Q3V2H3	Snx12
F5GX50	DIABLO
Q3UVD5	Lgr6
A0A2C9F3C5	ASPA
Q641Z6	Ehd1
P55042	RRAD
Q8BVU5	Nudt9
G3UYL3	Psmd11
H7C197	TTLL3
D3YW95	Itgal
G3V8F9	Amacr
E0CZ38	Gm45062
H0Y5C6	FLNA
H7BX22	Ranbp1
Q99KJ0	Ubxn2a
P50990	CCT8
Q9GZX9	TWSG1
I3L4Z9	SCPEP1
Q6PGL7	Washc2
I3LB08	HSPB11
Q8VCU2	Gpld1
D4ADQ9	Sec31b
Q3HM38	PDCD5
Q96A49	SYAP1
P54100	Vav1
Q8NBS9	TXNDC5
Q53GS7	GLE1
F1M403	Ube2o
Q9TTB4	FMOD
P16278	GLB1
K7ENU8	BCAM
J3QPG5	Psap
F1SI43	CDAN1
A0A498WFS2	Ubxn1
E0CY15	Polrmt
A0A0G2JZR4	Rab11b
F1SU27	GCC2
F6V9F1	Pcmt1
P50548	ERF
A0A0R4J257	Unc13d
Q8JZR2	Crk
P29083	GTF2E1
Q9ESL4	Map3k20
F8VP89	EIF4B
D3ZSL2	Abracl
Q29549	CLU
Q9UKA9	PTBP2
I3LIC2	LRPPRC
Q9NVU0	POLR3E
P14672	SLC2A4
F1RPT5	PKP4
I3L0K7	TRAP1
F6TQS9	Ermp1
H3BJN7	Gm20696
Q9JLJ3	Aldh9a1
H3BT29	PML
Q61193	Rgl2
O14744	PRMT5
Q9CXW4	Rpl11
F1S408	FAM98A
G3V9Z3	Maoa
F1S2X8	ANGEL2
P97478	Coq7
A0A0R4J0A4	Flt1
F1S814	PGM1
P52799	EFNB2
A0A0R4J0H0	Eml4
Q8WNW3	Jup
Q8N4Q0	ZADH2
E9PW34	Ryr3
Q5M936	Tor3a
A0A0A0MQK4	Pkd1l1
I3LUB3	SH3GLB2
H7BX08	Camsap2
P55280	Cdh6
Q15019	SEPTIN2
Q8K274	Fn3krp
O88777	Psen2
Q99623	PHB2
Q9Z1P6	Ndufa7
Q9H9E3	COG4
P03974	VCP
H0YJX2	PSMC6
Q7TT21	Tsc2
H3BTL2	BCKDK
Q9C037	TRIM4
Q8VHV7	Hnrnph1
Q6PIK3	RAB4B
D6RAI5	NNT
D3ZME7	Hscb
O35217	Minpp1
Q5R349	SELP
A0A1B0GW68	ASAH1
P18531	Ighv3-6
M0RDR7	LOC100911132
P26453	Bsg
F1SL73	STAG1
O00622	CCN1
E9PS17	SCYL1
D3ZEA3	Grb10
Q4ZJN1	C1qtnf9
F1RGY4	LYST
Q3UGB5	Dazap1
D3ZQ59	Nrdc
Q5M9H4	Atp1b2
A0A1L1SRX4	Commd4
A0A286ZYQ4	LCP1
F1SNX0	LRRTM4
Q8IYB9	ZNF595
I3LQ38	NDUFS4
J3KN67	TPM3
A0A1B0GV31	ABHD14A-ACY1
P36972	Aprt
Q5BLZ2	PLIN3
E9PNQ9	TPD52L1
I3LAS3	TMCC1
D3Z4J2	Katnal2
M0R5A9	Dennd5b
P56932	Ppp2r2d
D3Z3H4	Cgnl1
Q640M1	Utp14a
Q9QYY8	Spast
A0A480PPD4	EIF4H
A0A087WZY5	COL4A6
P57716	Ncstn
K7ENP6	DDX39A
P14824	Anxa6
E7EI20	ARHGDIA
P53804	TTC3
Q6DN90	IQSEC1
Q96PK6	RBM14
E9PIZ5	TXNRD1
A2AMS2	Galt
J3KP15	SRSF2
P62850	Rps24
Q9WTQ2	Podxl
H3BPS8	ALDOA
F1RGQ5	ANKFY1
P05155	SERPING1
D4AED6	Mettl27
F1SPP8	CKAP4
I3L9K5	NUCKS1
D6RHU3	CASP6
A0A0A0MQC2	Plekhg5
O19113	CCN2
Q9R0B9	Plod2
O15042	U2SURP
Q8TCZ2	CD99L2
Q6PEC3	Yif1b
E9Q9E8	Cd84
O55095	Flt1
Q8VDS8	Stx18
F1SKA4	TEAD4
Q3T9M1	Mfsd2b
A2AF81	Ahsa2
C9JYY6	NRCAM
Q3MHT4	Tut1
F1M110	Nmt2
M0R208	CLPP
P63098	PPP3R1
E9Q4P0	Kxd1
D3Z7X0	Acad12
E9PMS7	TTC3
D3ZJA8	Cnep1r1
O35598	Adam10
Q9CY16	Mrps28
Q9Z0F8	Adam17
Q2HWF0	Fnbp1l
P20065	Tmsb4x
E9Q4D0	Pcsk6
F6S7Q7	TARS2
A0A0G2K518	Susd2
Q3SWT1	Nabp2
Q3T1J8	Rtf2
Q60790	Rasa3
Q9NU22	MDN1
F7CGP0	Ralgapa2
P29401	TKT
G5E8E3	2310022A10Rik
H0YNG4	PCK2
Q5RJI2	Slc44a5
G3UZW7	Magohb
P19332	Mapt
Q6N063	OGFOD2
H3BSC3	NDRG4
F1SFE6	PSMC6
I3LB94	DTNA
P21980	TGM2
F1RNB0	SUPT6H
Q9Y3P9	RABGAP1
G3V6D5	Fam104a
B7ZC46	Septin8
Q99J10	Ctu1
Q5T8U3	RPL7A
Q7Z7F0	KHDC4
F1SUI7	RUFY2
Q9UJ68	MSRA
Q3U9G9	Lbr
Q80XI3	Eif4g3
Q8VEJ9	Vps4a
Q8VC48	Pex12
E9PTW1	Scamp3
I3LND7	CDC123
Q8IY33	MICALL2
F8VTQ3	PFKM
C9JJE5	IDH1
Q10758	Krt8
Q3UNH6	Creb3
F1LR42	Rufy1
Q865F1	MTTP
C9JFA7	GPD1L
D4A7E9	Stoml1
K7EP36	LGALS3BP
Q8VCR3	Tmem242
A0A0A6YXZ1	Clasp1
P13727	PRG2
D3ZRL3	Dusp23
Q9WTL7	Lypla2
Q92733	PRCC
A0A5K1U8D7	PIGU
O43278	SPINT1
H3BP15	SNAP23
A0A087WRT0	Atg4b
P03911	Mtnd4
E9PY39	Gm20431
I3L459	PITPNA
B4DXR9	ZNF732
E9PQD6	SAA1
Q8CF66	Lamtor4
E9PQY3	ACP2
E9PTU4	Myh11
Q9DA81	Tex48
I3LG15	SLC2A3
E9PS00	FADS3
Q6GMR7	FAAH2
K7EL66	MAPRE2
F1RGT0	GNPAT
A0A0A0MXU2	Coro7
A0A0J9YW31	EPB41L3
F1LYS1	Rims1
A0A480V3W7	ACOT9
A0A140T933	HLA-A
E9PU13	Snx4
E5RH81	CA1
Q6P3S6	FBXO42
P11928	Oas1a
Q9H1A4	ANAPC1
A0A1B0GS58	Glrx3
P54709	ATP1B3
D3Z7K5	Paqr7
Q96A35	MRPL24
F1KBQ0	TLR3
P16257	Tspo
I3LPL0	WDR13
K3W4Q3	Golph3l
B2RVY9	Tmem182
D4A7K5	Atp11a
A0A087WTV6	PYCR2
Q63627	Scaf4
C9JHC0	BRPF1
F1RKX4	RBFOX1
B2RX88	Cspp1
D3ZCG5	Mmp15
F1S3R9	MTFR2
P36371	Tap2
P08122	Col4a2
P49746	THBS3
F1SP14	SLC45A2
P30038	ALDH4A1
H7C1Q3	HHATL
Q3U2G2	Hspa4
D4A1Y9	Tecrl
Q16619	CTF1
D6R991	MATR3
Q3KRC3	Srpra
F1RXG1	KRT27
Q4V886	Paf1
Q8K019	Bclaf1
F1RMD1	OR9Q1
Q8VCQ8	Cald1
D3ZR63	Gfod1
A0A5S8KLP7	ROCK2
J3QT38	EXOC6B
A0A0C4DH72	IGKV1-6
S4R3G5	ATXN7L2
A0A087WYP9	DTNBP1
O14818	PSMA7
A0A1D5RMH3	Ndrg4
E9PSD7	UPRT
F6ZL69	Nisch
K7ENB4	GPX4
Q32Q05	Yod1
Q9Z1W8	Atp12a
B4DV12	UBB
Q9CSU0	Rprd1b
Q5DTZ0	Nynrin
H0Y561	PSMD4
Q7TQ48	Srl
G3UXH4	Pkn2
B5MC82	DDT
D6RC46	L3HYPDH
P33402	GUCY1A2
G3V7Y3	Atp5f1d
Q99JR8	Smarcd2
Q9Y5Y2	NUBP2
Q64253	Ly6e
A0A0G2JFS2	Atp6v0a2
F1RQJ0	SAP130
F1SQ14	UBE2N
Q08122	Tle3
F1SQA3	TAMM41
O89051	Itm2b
H0YC19	GPX3
A0A0G2K1P0	Ppia
A0A087WRL3	Uchl5
Q8JZY4	Prorp
O70439	Stx7
Q62622	Eif4ebp1
Q5VW52	GPAM
F1RYE7	GPRASP2
O14548	COX7A2L
H0Y5B0	EPB41L2
Q9DCC5	Cbx3
Q9UJA5	TRMT6
Q9JKF6	Nectin1
Q9CY45	Eef1akmt1
F5GXX5	DAD1
A0A0G2KAW4	Thop1
Q5XI39	Cryzl1
H7C3I1	ST13
D6RAT0	RPS3A
Q8BWA5	Klhl31
Q9CU62	Smc1a
Q8K0C1	Ipo13
X5D2R7	PSMB8
F1LQ00	Col5a2
Q9Y6D9	MAD1L1
I3LAB1	LOC100519675
G3XAN4	TRAM1
Q93074	MED12
Q6P4E4	RPL37A
H3BIY9	Ap2b1
A0A0R4J086	Olfml3
A2AHQ7	Phka2
F1M5Q6	Fbxo21
S4R3S7	ACACB
A0A1C7CYU8	Gm45753
Q9P258	RCC2
K3W4N7	Scn5a
Q96MT8	CEP63
G3V394	MYO5A
A0A1B0GWK5	Trdn
M0R3B8	NDUFB7
P53811	Pitpnb
G5E9P5	MRPL52
A2AAJ9	Obscn
D6RA54	OCIAD1
Q504N4	Dguok
D4AEL2	Golm1
H0YBE2	CA1
A0A5G2QU52	LARP4B
P07585	DCN
A0A0R4J0R1	Vamp8
Q63108	Ces1e
I3LF57	SELENOM
A0A287AZ00	LARP1B
A2ATU9	Hat1
Q9WU42	Ncor2
F1LQQ7	Scn7a
F1RVZ1	ACOX1
F1S0C1	ADH5
D3GGC9	PDLIM3
D4ACD3	Usp25
Q5XKP0	MICOS13
Q8BU33	Ilvbl
E7ENB6	PDZRN3
P62907	Rpl10a
O43920	NDUFS5
Q6AYA6	Cybc1
I3L7C8	EHBP1
P62897	Cycs
Q3U2K8	Agfg2
Q8K3V5	Fndc5
P56390	Cks2
Q5U2N1	Nelfa
Q5U3Y2	Smarcd3
Q8BKV0	Spock3
Q9UMR2	DDX19B
G3V662	Nup153
Q96BD8	SKA1
P16303	Ces1d
Q61194	Pik3c2a
Q9QZE5	Copg1
Q5XI77	Anxa11
C9IY94	SEPTIN2
A0A0G2K2Y3	Erap1
F8VUG2	KRT8
Q8CIZ8	Vwf
F1SUC9	LRRC20
A0A0B4J1H9	Igkv1-132
F8WD68	ACHE
Q99KI0	Aco2
C9JJV4	SEC61A2
Q60520	Sin3a
F2Z455	Fhl3
D3ZBL6	Nup160
G3V195	EML3
F1RS13	PTRH1
O00754	MAN2B1
E7EWI4	CD36
Q96GG9	DCUN1D1
A0A087WY71	AP2M1
A0A0G2K1N9	Selenoo
I3LR80	IL1RAP
F1RXF2	NBN
D4A732	Mvb12b
A6PVI2	PLG
A0A0R4J0S8	Upk3b
Q8BPM2	Map4k5
I3LEI2	STYXL1
D3ZHD1	Anxa13
Q6AXQ5	Pde12
P62852	Rps25
Q9H9Q2	COPS7B
H0YID5	NDUFA12
I3L9W0	RBBP8NL
A0A0J9YUM0	Guf1
Q6IRK8	Sptan1
B2RZD3	Smim8
Q9UBF2	COPG2
P09055	Itgb1
C9JFL5	ACTG2
F8VQ15	Adamts8
Q92890	UFD1
Q8TAS1	UHMK1
Q9Y6C9	MTCH2
F1RZK8	HDAC2
O14646	CHD1
Q66HI5	Fth1
Q5JWQ6	NRP1
Q5RL57	Akap8l
P04917	Srgn
A0A1W2P6N2	Sarnp
Q5XI26	Stat2
P34096	RNASE4
F5H479	LAMTOR1
P49207	RPL34
Q71SY3	Tsn
A0A0G2K4X8	Skp1
A0A0J9YUX6	Tcf4
Q8NC56	LEMD2
F1SGN2	IRF9
H0YEY4	NUDT5
A0A1B0GRT5	Rras2
G3V2H3	PNP
D3ZW78	Cpxm1
F1RRF2	STT3B
Q9C075	KRT23
Q8K1B8	Fermt3
P55281	Cdh17
A0A096MJB5	Unc45b
Q75ZZ6	TNNT1
M0R0K9	TRIM28
F1SUS5	FBXO42
Q96CC6	RHBDF1
I3L3S9	CLUAP1
Q969G5	CAVIN3
P07724	Alb
Q9CQF9	Pcyox1
A0A0C4DFT3	DLG1
Q8BGR2	Lrrc8d
A0A140T939	HLA-F
Q6AY18	Sar1a
A0A096LP55	UQCRHL
K7GS49	ILF2
D3ZFF4	Lclat1
E0CZ72	Kif2a
D3ZF13	Ndufab1
F8VP67	KRT8
D3Z8K5	Usp38
Q8WXH2	JPH3
F1RKJ3	C6H19orf33
Q9JK23	Psmg1
P0DTE8	AMY1C
D3DSM0	ITGB2
D4A5Q2	Smc2
F8WCK3	DBNL
Q05962	Slc25a4
F1RK48	SRL
I3LVD5	ACTG1
D3ZEK6	Gipc3
Q9D823	Rpl37
F1SRQ0	NDUFB2
F1SSH6	DDX56
A0A096MJ77	Mdn1
Q99536	VAT1
