From	To
E9PSG5	UniRef90_E9PSG5
F8WDB3	UniRef90_F8WDB3
P56567	UniRef90_P56567
F1RSR3	UniRef90_F1RSR3
Q9D0M5	UniRef90_Q96FJ2
O70443	UniRef90_P19086
F1SK70	UniRef90_F1SK70
A0A287AS93	UniRef90_A0A340YA06
A0A087X208	UniRef90_O00468
B5MCV2	UniRef90_Q8N465
P70581	UniRef90_Q9BVL2
Q9JHS3	UniRef90_Q9JHS3
G5E897	UniRef90_Q566E5
G3V8P8	UniRef90_P16283
Q9H9H4	UniRef90_Q9H9H4
P0DPB6	UniRef90_P0DPB6
O35658	UniRef90_O35658
P51146	UniRef90_Q91ZR1
P62270	UniRef90_P62269
C9JTJ8	UniRef90_P50452
I3LK59	UniRef90_P06733
F8W9U4	UniRef90_F8W9U4
E9PVY0	UniRef90_Q5VT25
Q96G03	UniRef90_Q96G03
Q9D7A6	UniRef90_Q9D7A6
P28838	UniRef90_P28838
P16261	UniRef90_P16261
P68104	UniRef90_P68104
Q7TS62	UniRef90_P53563-3
P79381	UniRef90_P79381
F6WIT2	UniRef90_F6WIT2
O14569	UniRef90_O14569
F1SUD5	UniRef90_A0A4X1UNV0
F1RLR8	UniRef90_A0A4X1V1E7
O60282	UniRef90_O60282
Q9D0F3	UniRef90_Q62902
Q9UBC2	UniRef90_Q9UBC2
Q3UHJ0	UniRef90_Q3UHJ0
A0A1B0GV49	UniRef90_A0A1B0GV49
E9QB01	UniRef90_E9QB01
P43247	UniRef90_P43247
P48454	UniRef90_P48454
Q68FV2	UniRef90_Q8BH07
Q8CAB8	UniRef90_Q8CAB8
S4R3C6	UniRef90_S4R3C6
E9PQ70	UniRef90_Q6UXH9-2
I3LQZ4	UniRef90_I3LQZ4
F1SHL3	UniRef90_G1SY70
Q924K2	UniRef90_P54731
P0C0S8	UniRef90_P0C0S8
Q5M8N0	UniRef90_Q5M8N0
F1RYQ0	UniRef90_A0A2Y9LUW0
A0A287B037	UniRef90_Q2HJ97
A0A0A0MXX1	UniRef90_Q6JP77
Q00325	UniRef90_Q00325
F1RTB0	UniRef90_Q9NVT9
D6RDJ2	UniRef90_D6RDJ2
F1RZ19	UniRef90_A6QLC6
A0A0G2JHN7	UniRef90_A0A6B0S4E1
A0A0G2K9L2	UniRef90_A0A0G2K9L2
J3KTQ4	UniRef90_P17844
F1RVZ0	UniRef90_F1RVZ0
P97888	UniRef90_Q9Y2T4
D3ZDB9	UniRef90_Q8K2T1
E9PBF6	UniRef90_P20700
H0YEW4	UniRef90_H0YEW4
C9JCK5	UniRef90_C9JCK5
F2Z5J7	UniRef90_A0A8D1UE22
P43368	UniRef90_P43368
P06213	UniRef90_P06213
P32121	UniRef90_P32121
A0A0A0MTQ5	UniRef90_A0A5F8AN02
O60716	UniRef90_O60716
Q29380	UniRef90_Q9Y277
F8WEX7	UniRef90_P06276
A0A286ZWJ2	UniRef90_A0A286ZWJ2
O35598	UniRef90_O14672
Q8BH74	UniRef90_P57740
A0A0G2QC22	UniRef90_A0A0G2QC22
Q60847	UniRef90_Q99715
Q6AYP7	UniRef90_Q969T7
Q8N3P4	UniRef90_Q8N3P4
A0A480LAT2	UniRef90_Q2HJ65
E9PPT0	UniRef90_E9PPT0
M0RBK9	UniRef90_Q69ZP3-2
A0A0G2K4C6	UniRef90_A0A0G2K4C6
A0A2R8Y7H4	UniRef90_A0A2R8N2N1
Q63065	UniRef90_Q15118
F1LPK1	UniRef90_P40190
Q15814	UniRef90_Q15814
G3V5X7	UniRef90_Q99973
Q9H4A9	UniRef90_Q9H4A9
O55201	UniRef90_O55201
Q6NXR6	UniRef90_Q6NXR6
E9QQ57	UniRef90_O55103
Q14324	UniRef90_Q14324
I3LUI3	UniRef90_O75044
X6R4H8	UniRef90_Q6ZMM2
U3KQE4	UniRef90_A0A2K6QP35
H7C5H3	UniRef90_H7C5H3
Q68DH5	UniRef90_Q68DH5
Q5JWB9	UniRef90_Q96A57
A0A0H2UHB0	UniRef90_Q923U0
Q9NRN7	UniRef90_Q9NRN7
O60645	UniRef90_O60645
F1S4X7	UniRef90_F1S4X7
P41223	UniRef90_P41223
Q9UNH7	UniRef90_Q9UNH7
F1S7S9	UniRef90_A0A0A6YY66
P31949	UniRef90_P31949
Q02978	UniRef90_Q02978
P30044	UniRef90_P30044
A0A0H2UHH6	UniRef90_Q9JKA7
Q13057	UniRef90_Q13057
A0A2R8YGC7	UniRef90_Q14204
A0A0D9SFF8	UniRef90_Q9WV34
F1SJ00	UniRef90_A0A383Z0N3
Q8R2G6	UniRef90_Q8R2G6
Q3TN15	UniRef90_A0A286XQA0
A0A096LPE0	UniRef90_A0A1B0GTA1
A0A0R3P9C8	UniRef90_Q5BK63
A0A0U1RQX0	UniRef90_A0A0U1RQX0
Q9JJA4	UniRef90_Q9GZL7
B2RYT4	UniRef90_Q9CR88
Q8CJF8	UniRef90_Q9HCK5
F5H4U1	UniRef90_P20645
F8VZ45	UniRef90_Q02878
C9JKR2	UniRef90_P02768-2
A8MVZ6	UniRef90_Q96G01-3
Q8NFQ8	UniRef90_Q8NFQ8
P54645	UniRef90_Q13131
F1S3L2	UniRef90_Q9HBF4
I3LPP4	UniRef90_P55060-3
F1S075	UniRef90_P35398-4
Q863Z0	UniRef90_Q863Z0
P35745	UniRef90_P35745
Q5XIS9	UniRef90_Q5XIS9
Q9D1G3	UniRef90_Q9D1G3
A0A5G2QT22	UniRef90_A0A5G2QT22
P30427	UniRef90_Q9QXS1
Q9Z2I9	UniRef90_Q9Z2I9
Q8K4L0	UniRef90_Q8K4L0
F1RPU8	UniRef90_O95563
F6Q5P0	UniRef90_A0A4X1TFR5
Q9NX55	UniRef90_Q9NX55
B0BN30	UniRef90_Q791T5
Q12904	UniRef90_Q12904
C9K057	UniRef90_A0A5F8A8V1
A0A2U3TZU2	UniRef90_P06744
C9JST7	UniRef90_C9JST7
B7TY10	UniRef90_O88935
Q9Y3Q4	UniRef90_Q9Y3Q4
D4AB17	UniRef90_D4AB17
A0A087WSW9	UniRef90_Q16881-4
Q4V7F5	UniRef90_Q9CQJ2
Q9WTT6	UniRef90_Q9R111
V9GZ82	UniRef90_A0A1D5NUM5
Q9CPV3	UniRef90_Q9CPV3
Q9R118	UniRef90_Q9R118
E9PHR9	UniRef90_E9PHR9
P49407	UniRef90_P49407
Q69Z99	UniRef90_Q69Z99
Q14914	UniRef90_Q14914
Q9QZ76	UniRef90_P04247
D3ZJB1	UniRef90_Q9QZJ6
A0A1B0GVA3	UniRef90_A0A1B0GU06
Q01955	UniRef90_Q01955
F1SFR0	UniRef90_A0A4X1WBK0
P11442	UniRef90_P11442
F1SSP0	UniRef90_A0A286ZSB4
Q9R1P4	UniRef90_Q9R1P4
H7C0L5	UniRef90_Q14624-4
Q80TR8	UniRef90_Q80TR8
Q6AY30	UniRef90_Q6AY30
A5YKK6	UniRef90_A5YKK6
Q6KC79	UniRef90_Q6KC79
Q9QZD8	UniRef90_Q9QZD8
D4A6C5	UniRef90_Q07960
K7EPB2	UniRef90_P10644
H7C4U4	UniRef90_H7C4U4
F1RPQ3	UniRef90_F7DLF7
D3ZPI8	UniRef90_D3ZPI8
F1SDQ0	UniRef90_Q5RFT1
P97760	UniRef90_P97760
P28370	UniRef90_P28370
A0A287ASP8	UniRef90_P63279
Q9D8T7	UniRef90_Q9D8T7
O77666	UniRef90_O77666
I3LCG9	UniRef90_A0A4X1TYC8
P05543	UniRef90_P05543
F1RTX9	UniRef90_F1RTX9
F1RJL6	UniRef90_F1RJL6
F1M305	UniRef90_F1M305
B7Z2U2	UniRef90_B7Z2U2
F1LM57	UniRef90_O54888
P97546	UniRef90_P97546
Q9DBX3	UniRef90_Q9DBX3
A0A0H2UHY3	UniRef90_A0A0H2UHW7
Q71UM5	UniRef90_Q71UM5
O15260	UniRef90_O15260
K7EP67	UniRef90_K7EP67
F1SFH7	UniRef90_F1SFH7
G5E8R4	UniRef90_F1MAH5
O70456	UniRef90_O70456
F1RGC1	UniRef90_F1RGC1
F1RUH7	UniRef90_A0A480S0B0
Q9UIK4	UniRef90_Q9UIK4
G3V126	UniRef90_Q9UI12
F1RQH2	UniRef90_A0A2I3SRT3
E9PL37	UniRef90_E9PL37
Q8CFE6	UniRef90_Q8CFE6
C9JDE9	UniRef90_A0A2I3G2K5
P34152	UniRef90_Q05397
C9JNI1	UniRef90_C9JNI1
Q9CQ02	UniRef90_Q9CQ02
H0YE58	UniRef90_H0YE58
Q16643	UniRef90_Q16643
Q5XIG4	UniRef90_Q9CRD0
F1M7V6	UniRef90_Q8R464
F1RZ01	UniRef90_A0A4X1VYC0
A0A0G2JT25	UniRef90_Q920P0
Q6AZ05	UniRef90_Q05084
E9PKP6	UniRef90_A0A452ERC4
E7ESU0	UniRef90_Q3UJD6-2
H7C046	UniRef90_Q6PIU2
F6S6P2	UniRef90_A0A7I2V508
P38405	UniRef90_P38405
F1RM15	UniRef90_A0A5G2R6F2
H3BPG1	UniRef90_P33151
P53563	UniRef90_P53563
Q9CX86	UniRef90_Q13151
A6NFX8	UniRef90_Q9UKK9
Q9BV68	UniRef90_Q9BV68
F1SBF9	UniRef90_A8E7G8
Q9UNL2	UniRef90_Q9UNL2
I3LUD1	UniRef90_Q007T6
Q9WTI7	UniRef90_Q9WTI7
G3V9X8	UniRef90_Q9CQY5
A0A5G2R2P1	UniRef90_A0A5G2R2P1
E9PRG1	UniRef90_O43491
Q96B13	UniRef90_Q13362
K7EKH5	UniRef90_L8YAV7
I3L4G0	UniRef90_I3L4G0
O88600	UniRef90_O88600
P46937	UniRef90_P46937
Q7TMK9	UniRef90_Q7TMK9
Q9CYL5	UniRef90_Q9CYL5
O55102	UniRef90_O55102
F2Z5W0	UniRef90_D2HXG6
A0A0G2JVK4	UniRef90_P42676
A0A087WYM3	UniRef90_A0A087WYM3
Q9NZU5	UniRef90_Q9NZU5
Q9QZ73	UniRef90_Q9QZ73
H3BRY5	UniRef90_P50225
E9PLH9	UniRef90_G3QIY4
F1RUC1	UniRef90_Q13620
A0A0G2K167	UniRef90_Q4G069
G3V357	UniRef90_P07998
A0A0C4DGA7	UniRef90_G3SY94
E9PHZ5	UniRef90_E9PHZ5
F1SS64	UniRef90_Q9UKX2
K7EQR3	UniRef90_K7EQR3
Q99590	UniRef90_Q99590
H7C2W9	UniRef90_A0A2J8RMZ0
A8MWT1	UniRef90_A8MWT1
P08003	UniRef90_P08003
Q7M0E3	UniRef90_Q9R0P5
Q8CHS8	UniRef90_Q8CHS8
Q07235	UniRef90_Q07235
H0YB80	UniRef90_P63104
Q9GZZ9	UniRef90_Q9GZZ9
I3LDY2	UniRef90_A0A4X1T1T9
I3L9U8	UniRef90_B2RWS6
Q9BW30	UniRef90_Q9BW30
B5ME97	UniRef90_Q9P0V9
C9JKY1	UniRef90_P14923
F1RM44	UniRef90_O96008-2
Q58WW2	UniRef90_Q58WW2
P14733	UniRef90_P14733
Q8C7E7	UniRef90_Q8C7E7
E9PT53	UniRef90_P56695
B1ALD0	UniRef90_B1ALD0
F1SM39	UniRef90_A0A286ZVT8
A0A5G2RDA5	UniRef90_O19098
A0A5G2QYD3	UniRef90_A0A5G2QYD3
Q96DI7	UniRef90_Q96DI7
P67870	UniRef90_P67870
F1M614	UniRef90_F1M614
F1RPY5	UniRef90_Q7KZI7
Q6P542	UniRef90_Q6MG08
K7EP88	UniRef90_F1PLD8
Q96CW5	UniRef90_Q96CW5
O00567	UniRef90_O00567
F8W787	UniRef90_P07339
A0A087WW45	UniRef90_A0A087WW45
I7HJQ9	UniRef90_I7HJQ9
F1S9S9	UniRef90_F6TPM6
Q8C167	UniRef90_Q8C167
B2GV06	UniRef90_B2GV06
Q9H3K2	UniRef90_Q9H3K2
F5H702	UniRef90_G3SA39
F1RXZ6	UniRef90_A0A8D1F3N8
P40926	UniRef90_P40926
Q6AYL0	UniRef90_Q9DAM5
Q8BWF0	UniRef90_P51650
H3BN38	UniRef90_A0A493TZE2
F1S5B0	UniRef90_A0A287B8U9
Q9HCE6	UniRef90_Q9HCE6
Q9UMZ2	UniRef90_Q9UMZ2
E9PNS6	UniRef90_E9PNS6
I3LJI1	UniRef90_A0A4X1TPE6
Q9H6K4	UniRef90_Q9H6K4
I3LNC7	UniRef90_Q53FT3
D6RFG5	UniRef90_P12429
Q12802	UniRef90_Q12802
C9JM50	UniRef90_C9JM50
Q99LJ1	UniRef90_Q99LJ1
A0A5S6GE30	UniRef90_B3SP85
Q9H2V7	UniRef90_Q9H2V7
F1SLX0	UniRef90_A0A4X1U4E5
F1SDI9	UniRef90_F1SDI9
Q7TN79	UniRef90_Q6JP77
Q8CIR5	UniRef90_P51949
A6H6E2	UniRef90_A6H6E2
M0RBZ7	UniRef90_Q925Q9
I3LJW4	UniRef90_P21399
P39023	UniRef90_P39023
P83940	UniRef90_Q15369
A2BDX3	UniRef90_A2BDX3
Q5I0M2	UniRef90_Q5I0M2
F1SKN5	UniRef90_Q9Y262
D6R9Z1	UniRef90_D6R9Z1
F1RFP8	UniRef90_F1RFP8
F1RVE8	UniRef90_A0A4X1TH82
F1SG34	UniRef90_F1SG34
A0A287B7H7	UniRef90_F1ST78
P49137	UniRef90_P49137
Q148W8	UniRef90_Q148W8
Q9Y6K0	UniRef90_Q9Y6K0
Q5F2E8	UniRef90_Q7L7X3
O00291	UniRef90_O00291
P60033	UniRef90_P60033
F1RI39	UniRef90_A0A4X1T2X9
I3LQF8	UniRef90_A0A4X1V4G3
P10605	UniRef90_P00787
A0A5S6IE01	UniRef90_A0A8D0ZXF6
A0A5G2QCA3	UniRef90_Q6DD88
D4ABM3	UniRef90_Q9Y4D1
Q8VHC3	UniRef90_Q8VHC3
J3QSX6	UniRef90_A0A2K6M5L5
A0A5K1U589	UniRef90_G3QX61
P70302	UniRef90_Q13586
Q4KMA2	UniRef90_P54728
F1S848	UniRef90_A0A643BXQ8
F1SCG1	UniRef90_A1A4I4
Q8BZF8	UniRef90_Q15124
A0A0G2K757	UniRef90_P04844
P31324	UniRef90_P12369
D4A164	UniRef90_D4A164
Q9CXS4	UniRef90_Q9CXS4
Q14894	UniRef90_Q14894
F5H7T4	UniRef90_P09871
A0A0H2UHY8	UniRef90_A0A3L7GMS9
F8WFE1	UniRef90_A0A2I3LJX7
P0DJI8	UniRef90_P0DJI8
F1RRX1	UniRef90_A0A4X1U4R3
O54818	UniRef90_O54818
D3ZTN2	UniRef90_Q3SZM6
P00915	UniRef90_P00915
H0YKT8	UniRef90_Q6P071
I3LR41	UniRef90_A0A286XFS1
Q14689	UniRef90_Q14689
F1RPY1	UniRef90_Q0ZHH6
Q99714	UniRef90_Q99714
Q9JIG8	UniRef90_Q9JIG8
Q14714	UniRef90_Q14714
Q7Z4L5	UniRef90_Q7Z4L5
P37377	UniRef90_P37377
Q5U2Y3	UniRef90_Q8BVD5
A0A087WWT3	UniRef90_P02768-3
A8WCF8	UniRef90_A8WCF8
C9JRM1	UniRef90_A0A2K6EY41
A0A0G2JVM0	UniRef90_P0C2X9
A0A286ZUN9	UniRef90_A0A4X1SVK9
A0A087WY61	UniRef90_A0A087WY61
E5RIQ4	UniRef90_Q9Y3T6
A6NMN0	UniRef90_P46020
F1SR11	UniRef90_A0A287AC87
Q05793	UniRef90_Q05793
P63102	UniRef90_P63101
P03893	UniRef90_P03893
P10173	UniRef90_P10173
Q8R5L3	UniRef90_Q96JC1
Q99KK2	UniRef90_Q99KK2
P50570	UniRef90_P50570
F1RJP9	UniRef90_F1RJP9
P34928	UniRef90_P34928
Q8IZ21	UniRef90_Q8IZ21
P10301	UniRef90_P10301
Q61072	UniRef90_Q61072
Q9Y673	UniRef90_Q9Y673
A0A1B0GW44	UniRef90_P07339
Q9JMG7	UniRef90_Q9JMG7
I3L348	UniRef90_I3L348
E7ER47	UniRef90_P62760
O70172	UniRef90_P48426
P52624	UniRef90_P52624
A0A087X1G1	UniRef90_A0A087X1G1
I3L9H8	UniRef90_F7AER2
I3LEC2	UniRef90_A0A4X1W9X7
F8VS58	UniRef90_F8VS58
Q3U422	UniRef90_Q3U422
P51151	UniRef90_P51151
Q02105	UniRef90_Q02105
Q8BH04	UniRef90_Q16822
Q9JHW0	UniRef90_Q9JHW0
H0Y962	UniRef90_Q8N4T8
F1SM81	UniRef90_M3WPX9
Q9UJV8	UniRef90_Q9UJV8
Q99K46	UniRef90_Q99K46
P47740	UniRef90_P30839
D3ZXK3	UniRef90_A0A0G2K598
A0A140TAB9	UniRef90_A0A140TAB9
P25236	UniRef90_P25236
D4A1H2	UniRef90_Q63HM9
D6RF23	UniRef90_P63244
Q68FH0	UniRef90_Q99569
F1S2W3	UniRef90_A0A8D0SWP9
O08709	UniRef90_O08709
Q96JE9	UniRef90_Q96JE9
O00411	UniRef90_O00411
Q99P31	UniRef90_Q6IMX7
F1RXC2	UniRef90_F1RXC2
Q8BMG0	UniRef90_P48441
O60636	UniRef90_O60636
H3BSC1	UniRef90_H3BSC1
F1SUG8	UniRef90_Q99MJ9
I3LUU1	UniRef90_A0A5G2Q7E5
O95980	UniRef90_Q9Z0J1
D3ZE10	UniRef90_Q9CQL6
F1RRD7	UniRef90_A0A8D2C292
P0DJE0	UniRef90_P0DJE0
A0A0H2UHI7	UniRef90_Q505J9
D4A7F3	UniRef90_E9PXE2
Q6P8X1	UniRef90_Q6P8X1
B0K015	UniRef90_Q9CZG3
K7ELY9	UniRef90_K7ELY9
Q8CI94	UniRef90_P11216
I3L5I4	UniRef90_I3L5I4
F1S960	UniRef90_M3VVT3
Q16539	UniRef90_Q16539
E9PNP3	UniRef90_Q9H7C9
I3LNF8	UniRef90_G1PGB8
G3V632	UniRef90_P50279
Q641Y1	UniRef90_Q9WUE3
P13286	UniRef90_P13286
Q62625	UniRef90_Q62625
A0A0C4DFP1	UniRef90_Q96B18
H3BRW3	UniRef90_H3BRW3
I3L8V5	UniRef90_A0A287BDN1
Q80WC7	UniRef90_Q80WC7
Q9Z2L9	UniRef90_Q8BTG7
F1RVT6	UniRef90_P07174
Q64096	UniRef90_Q64096
P62487	UniRef90_P62487
Q9Y3Z3	UniRef90_Q9Y3Z3
Q9JK81	UniRef90_Q9JK81
Q0R678	UniRef90_Q99497
Q9TSX5	UniRef90_Q9TSX5
A0A0G2KAK2	UniRef90_A0A0G2KAK2
F7FG31	UniRef90_F7FG31
Q8R3V5	UniRef90_Q8R3V5
I3LII1	UniRef90_I3LII1
Q06AA3	UniRef90_Q2PFX5
Q9UPY3	UniRef90_Q9UPY3
F1M907	UniRef90_Q63622
Q9H0L4	UniRef90_Q9H0L4
Q9BW85	UniRef90_Q9BW85
P10107	UniRef90_P10107
F1SMU6	UniRef90_A0A4X1TSE3
Q5XLD3	UniRef90_Q5XLD3
Q3TVI8	UniRef90_Q3TVI8
B8ZZK2	UniRef90_B8ZZK2
M0R0H0	UniRef90_M0R0H0
P32519	UniRef90_P32519
Q7M2W6	UniRef90_Q7M2W6
H0YAJ5	UniRef90_Q92870
D4ACN6	UniRef90_Q9Y5P4
Q80W96	UniRef90_Q9D924
Q68FM4	UniRef90_P28827-2
F1SDA0	UniRef90_Q14938
Q9Y6X8	UniRef90_Q9Y6X8
Q06265	UniRef90_Q06265
Q7L5N7	UniRef90_Q7L5N7
F1RUY2	UniRef90_G1NSU4
F2Z5F7	UniRef90_Q9C005
D4ADB4	UniRef90_Q9UFW8
B2GUZ3	UniRef90_B2GUZ3
F1RNB0	UniRef90_Q7KZ85
Q9UKZ1	UniRef90_Q9UKZ1
A0A0J9YYH3	UniRef90_P06744
O55029	UniRef90_P35606
Q9UKT8	UniRef90_Q9UKT8
A0A5G2QKM9	UniRef90_G1KSE6
F1SU53	UniRef90_A0A286YDI8
P07151	UniRef90_P07151
P18437	UniRef90_P18437
Q99MZ7	UniRef90_Q99MZ7
Q60823	UniRef90_Q60823
H0YHY4	UniRef90_H0YHY4
Q8R0G9	UniRef90_Q8R0G9
B8ZZ54	UniRef90_B8ZZ54
P83436	UniRef90_P83436
Q7TQI3	UniRef90_Q7TQI3
A0A140T907	UniRef90_O75955
I3LQ17	UniRef90_I3LQ17
O75390	UniRef90_O75390
Q08623	UniRef90_Q08623
D3ZCS3	UniRef90_P57724
G3V1A1	UniRef90_G3V1A1
P42892	UniRef90_P42892
P15089	UniRef90_P15089
G3V560	UniRef90_A0A2I3MLT1
E5RFU2	UniRef90_P34913
Q2TAM5	UniRef90_Q2TAM5
Q864V5	UniRef90_Q864V5
O55028	UniRef90_Q00972
O95573	UniRef90_Q63151
G5E9E7	UniRef90_Q07157
F1RUT9	UniRef90_A0A287A3C8
H0YLY7	UniRef90_H0YLY7
Q99972	UniRef90_Q99972
Q9JHU9	UniRef90_Q9JHU9
F1SN73	UniRef90_K7GLT9
Q5FWT9	UniRef90_Q5FWT9
D4AAV6	UniRef90_D4AAV6
Q03001	UniRef90_Q03001
Q9BVC6	UniRef90_Q9BVC6
P62250	UniRef90_P62249
M0R7E0	UniRef90_Q8BJE2
Q9UJ70	UniRef90_Q9UJ70
Q12846	UniRef90_Q12846
D3ZF12	UniRef90_D3ZF12
A0A5G2QE47	UniRef90_M3VXL1
E5RGI7	UniRef90_A0A5F8G463
P41252	UniRef90_P41252
P42224	UniRef90_P42224
M0R565	UniRef90_M0R565
H7C0V9	UniRef90_H7C0V9
D4A7X7	UniRef90_D4A7X7
Q96S44	UniRef90_Q96S44
D3ZNF4	UniRef90_Q9BZK7
P07146	UniRef90_P07146
Q4LDF6	UniRef90_Q4LDF6
F1LU71	UniRef90_F1LU71
Q8N6M3	UniRef90_Q8N6M3
C9JDM3	UniRef90_A0A2I2U3H0
P63159	UniRef90_P63158
Q9UM19	UniRef90_Q9UM19
P70206	UniRef90_P70206
E9PD14	UniRef90_E9PD14
O00182	UniRef90_O00182
Q3B8R7	UniRef90_Q8K2Y7
O96011	UniRef90_O96011
P56211	UniRef90_P56211
M0QYM7	UniRef90_M0QYM7
Q9JMH6	UniRef90_Q9JMH6
D3ZQX3	UniRef90_O35680
H3BRD2	UniRef90_P55789
F8W7F7	UniRef90_F8W7F7
F8W1I5	UniRef90_A0A2K5Q2F6
P63029	UniRef90_P63028
Q9P0V9	UniRef90_Q9P0V9
Q9H6L5	UniRef90_Q9H6L5
O00187	UniRef90_O00187
Q13009	UniRef90_Q13009
P48147	UniRef90_P48147
Q6P9N1	UniRef90_Q9BYI3
Q8R238	UniRef90_Q8R238
P05455	UniRef90_P05455
G3V272	UniRef90_A0A2K6PGB3
Q642G4	UniRef90_Q642G4
P52632	UniRef90_P51692
P21956	UniRef90_P21956
F6U211	UniRef90_F6U211
P11531	UniRef90_P11531
Q78HU7	UniRef90_Q78HU7
E5RH77	UniRef90_A0A2I3LIT8
P13797	UniRef90_P13797
H0YB09	UniRef90_Q7Z3D6
Q9CQL4	UniRef90_Q9CQL4
Q8K1B8	UniRef90_Q8K1B8
C9JNG9	UniRef90_P12111
P15800	UniRef90_Q61292
E5RGY7	UniRef90_A0A2K5N7X6
P26039	UniRef90_Q9Y490
A0JN29	UniRef90_A0JN29
G3V9N7	UniRef90_Q99JB8
G5E965	UniRef90_F7FPV6
Q14247	UniRef90_Q14247
B5DF65	UniRef90_P30043
F1LQS0	UniRef90_Q498S7
A2AVR9	UniRef90_A2AVR9
Q5T985	UniRef90_P19823
O43665	UniRef90_O43665
F1SH51	UniRef90_M3XUZ8
K7ERZ2	UniRef90_A0A2Y9IRW6
P13693	UniRef90_P13693
P55268	UniRef90_P55268
A0A0B4J1S8	UniRef90_Q9UBF8
P45878	UniRef90_P45878
Q86T13	UniRef90_Q86T13
P19013	UniRef90_P19013
F1SH12	UniRef90_Q53EP0
F1SAB6	UniRef90_A0A4X1V215
C9JQS9	UniRef90_C9JQS9
O35435	UniRef90_Q63707
P02401	UniRef90_P05387
Q80UK0	UniRef90_Q86VW0
B2RZ78	UniRef90_B2RZ78
Q07820	UniRef90_Q07820
P53714	UniRef90_P53714
H3BNW0	UniRef90_H3BNW0
I3L2X8	UniRef90_P16446
E9PN95	UniRef90_P11684
A0A0B4J239	UniRef90_A0A0B4J239
F1RK02	UniRef90_A0A8D1YYX0
P54320	UniRef90_Q99372
P26350	UniRef90_P26350
P62330	UniRef90_P62330
P43490	UniRef90_P43490
D4ABT8	UniRef90_Q00PI9
P18859	UniRef90_P18859
Q5I0L3	UniRef90_Q8BYL4
P28070	UniRef90_P28070
P06907	UniRef90_P25189
G3V2S0	UniRef90_Q9UN36
Q92625	UniRef90_Q92625
D3ZSI8	UniRef90_D3ZSI8
G3V279	UniRef90_G3V279
I3LKF3	UniRef90_Q3MHK9
A0A5G2QSA7	UniRef90_A0A4X1SY51
A0A5G2QJQ6	UniRef90_Q9UBW8
Q9H9G7	UniRef90_Q9H9G7
B2ZWH1	UniRef90_Q9HB71
F1S814	UniRef90_F1S814
Q9DC53	UniRef90_Q9DC53
D4AAT4	UniRef90_P62306
Q19S50	UniRef90_P40763
G3V434	UniRef90_A0A2I3M303
O89053	UniRef90_O89053
A0A0G2JZM8	UniRef90_M3W5C0
D6RA82	UniRef90_P12429
D6R997	UniRef90_A0A2K6MYH7
M0QZ10	UniRef90_O15382
P04202	UniRef90_P04202
B1AP13	UniRef90_P08174
E9PKB7	UniRef90_A0A2I3RQM4
Q9BQ51	UniRef90_Q9BQ51
Q9D483	UniRef90_Q9D483
P24483	UniRef90_P24483
P20648	UniRef90_P19156
H0YGE9	UniRef90_H0YGE9
A0A087WX10	UniRef90_A0A087WX10
H0Y9P0	UniRef90_H0Y9P0
P37804	UniRef90_P37804
Q5JT45	UniRef90_A0A2Y9SM09
P59999	UniRef90_P59998
I3L0X1	UniRef90_A0A2I3HEI0
I3LGJ4	UniRef90_A0A4X1SGB5
Q9EQV9	UniRef90_Q9EQV9
P61457	UniRef90_P61457
D3ZP47	UniRef90_Q9DAK9
Q9UNI6	UniRef90_Q9UNI6
F8VTQ5	UniRef90_A0A1S3GGH5
Q9HCH5	UniRef90_Q9HCH5
B2RYT9	UniRef90_Q8K0Z7
O46427	UniRef90_O46427
P32233	UniRef90_Q9Y295
A0A2R8YDI8	UniRef90_Q9Y3Z3
P02008	UniRef90_P02008
F1SI31	UniRef90_P0C5Y8
F1S762	UniRef90_F1S762
O75718	UniRef90_O75718
A0A2R8YF34	UniRef90_P48637
P50914	UniRef90_P50914
H0YLI6	UniRef90_F7H720
Q9HBL8	UniRef90_Q9HBL8
P09055	UniRef90_P09055
O88989	UniRef90_P14152
Q99M31	UniRef90_Q99M31
A0A5G2QSG6	UniRef90_G1P5Z7
P83887	UniRef90_P83887
Q8NCM8	UniRef90_Q8NCM8
I3LTE2	UniRef90_G1QXD0
C9IZL7	UniRef90_A0A7P0MRW0
G3XAI2	UniRef90_P02469
P62075	UniRef90_P62075
C9IZQ1	UniRef90_Q5R4X4
Q9D0I6	UniRef90_Q9D0I6
Q5VT66	UniRef90_Q5VT66
O75907	UniRef90_O75907
Q7TQD7	UniRef90_Q05096
C9J2C0	UniRef90_Q9JJZ2
E9PT51	UniRef90_Q91VA6
Q61735	UniRef90_P97829
P00451	UniRef90_P00451
Q8NBF6	UniRef90_Q8NBF6
H0YJW3	UniRef90_H0YJW3
Q9UI43	UniRef90_Q9UI43
Q8K4M5	UniRef90_Q8K4M5
F1S5K6	UniRef90_A0A4X1SIR7
Q7TNS2	UniRef90_Q7TNS2
B2GV79	UniRef90_P60487
B1ARB3	UniRef90_Q08481
F8VQC7	UniRef90_Q61595
P05496	UniRef90_P05496
P80318	UniRef90_P80318
G3X8S1	UniRef90_Q9CQV7-2
P01042	UniRef90_P01042
O08619	UniRef90_Q8BH61
J3KNB8	UniRef90_Q9Y6R4-2
Q7Z3D6	UniRef90_Q7Z3D6
O89116	UniRef90_O89116
P32394	UniRef90_P32394
